case,file,problematic,oracle_records,oracle_resolved,all_oracle_scored,all_tp,all_fp,all_fn,statement_oracle_scored,statement_tp,statement_fp,statement_fn,codediff_ms
Math-5,src_main_java_org_apache_commons_math3_complex_Complex.json,false,4218,2009,178,178,0,0,22,22,0,0,9.198
Math-50,src_main_java_org_apache_commons_math_analysis_solvers_BaseSecantSolver.json,false,790,629,370,370,0,0,87,87,0,0,101.898
Math-51,src_main_java_org_apache_commons_math_analysis_solvers_BaseSecantSolver.json,false,784,624,365,363,2,2,84,83,2,1,93.855
Math-52,src_main_java_org_apache_commons_math_geometry_euclidean_threed_Rotation.json,false,5559,4639,489,489,0,0,59,59,0,0,196.776
Math-53,src_main_java_org_apache_commons_math_complex_Complex.json,false,2916,1583,90,90,0,0,7,7,0,0,9.386
Math-54,src_main_java_org_apache_commons_math_dfp_Dfp.json,true,9925,8695,659,655,0,4,108,107,0,1,221.873
Math-55,src_main_java_org_apache_commons_math_geometry_Vector3D.json,false,2373,1688,111,90,1,21,7,6,0,1,29.185
Math-56,src_main_java_org_apache_commons_math_util_MultidimensionalCounter.json,true,881,644,135,135,0,0,23,23,0,0,4.042
Math-57,src_main_java_org_apache_commons_math_stat_clustering_KMeansPlusPlusClusterer.json,false,1413,1001,250,249,1,1,31,31,0,0,9.686
Math-58,src_main_java_org_apache_commons_math_optimization_fitting_GaussianFitter.json,false,1310,960,39,38,1,1,6,6,0,0,5.094
Math-59,src_main_java_org_apache_commons_math_util_FastMath.json,false,17240,16229,132,132,0,0,7,7,0,0,65.665
Math-6,src_main_java_org_apache_commons_math3_optim_BaseOptimizer.json,false,504,270,58,58,0,0,8,8,0,0,3.672
Math-6,src_main_java_org_apache_commons_math3_optim_nonlinear_scalar_gradient_NonLinearConjugateGradientOptimizer.json,false,1393,1022,499,499,1,0,73,73,1,0,61.705
Math-6,src_main_java_org_apache_commons_math3_optim_nonlinear_scalar_noderiv_CMAESOptimizer.json,false,6759,5454,951,951,0,0,120,120,0,0,372.464
Math-6,src_main_java_org_apache_commons_math3_optim_nonlinear_scalar_noderiv_PowellOptimizer.json,false,1459,1082,564,564,5,0,76,76,1,0,22.243
Math-6,src_main_java_org_apache_commons_math3_optim_nonlinear_scalar_noderiv_SimplexOptimizer.json,false,612,366,170,170,1,0,29,29,1,0,3.263
Math-6,src_main_java_org_apache_commons_math3_optim_nonlinear_vector_jacobian_GaussNewtonOptimizer.json,false,655,538,446,446,2,0,64,64,1,0,21.805
Math-6,src_main_java_org_apache_commons_math3_optim_nonlinear_vector_jacobian_LevenbergMarquardtOptimizer.json,false,4339,3764,1363,1363,2,0,186,186,1,0,218.789
Math-60,src_main_java_org_apache_commons_math_distribution_NormalDistributionImpl.json,false,697,429,73,73,0,0,7,7,0,0,7.800
Math-61,src_main_java_org_apache_commons_math_distribution_PoissonDistributionImpl.json,true,591,372,83,83,1,0,15,15,0,0,6.344
Math-62,src_main_java_org_apache_commons_math_optimization_univariate_MultiStartUnivariateRealOptimizer.json,true,779,515,249,224,6,25,41,40,0,1,35.916
Math-63,src_main_java_org_apache_commons_math_util_MathUtils.json,true,6971,5113,103,103,1,0,7,7,0,0,24.525
Math-64,src_main_java_org_apache_commons_math_optimization_general_LevenbergMarquardtOptimizer.json,false,3896,3427,1183,1167,6,16,163,158,0,5,346.000
Math-65,src_main_java_org_apache_commons_math_optimization_general_AbstractLeastSquaresOptimizer.json,false,1206,917,104,103,3,1,13,13,0,0,8.404
Math-66,src_main_java_org_apache_commons_math_optimization_univariate_BrentOptimizer.json,true,904,769,739,721,5,18,139,138,0,1,53.982
Math-67,src_main_java_org_apache_commons_math_optimization_MultiStartUnivariateRealOptimizer.json,false,1259,886,51,51,0,0,8,8,0,0,4.148
Math-68,src_main_java_org_apache_commons_math_optimization_general_LevenbergMarquardtOptimizer.json,true,3793,3371,1185,1177,3,8,161,161,0,0,132.310
Math-69,src_main_java_org_apache_commons_math_stat_correlation_PearsonsCorrelation.json,true,982,734,159,157,1,2,19,19,0,0,24.620
Math-7,src_main_java_org_apache_commons_math3_ode_AbstractIntegrator.json,true,1558,1119,412,384,23,28,71,63,5,8,264.682
Math-70,src_main_java_org_apache_commons_math_analysis_solvers_BisectionSolver.json,false,339,252,42,42,0,0,9,9,0,0,1.908
Math-71,src_main_java_org_apache_commons_math_ode_nonstiff_EmbeddedRungeKuttaIntegrator.json,false,1585,1298,907,907,0,0,120,120,0,0,162.080
Math-71,src_main_java_org_apache_commons_math_ode_nonstiff_RungeKuttaIntegrator.json,false,887,754,633,633,0,0,89,89,0,0,92.174
Math-72,src_main_java_org_apache_commons_math_analysis_solvers_BrentSolver.json,false,1216,968,202,202,0,0,35,35,0,0,3.174
Math-73,src_main_java_org_apache_commons_math_analysis_solvers_BrentSolver.json,false,1196,950,184,184,0,0,32,32,0,0,4.622
Math-74,src_main_java_org_apache_commons_math_ode_nonstiff_EmbeddedRungeKuttaIntegrator.json,false,1504,1221,830,829,3,1,114,114,2,0,159.511
Math-75,src_main_java_org_apache_commons_math_stat_Frequency.json,false,1877,1214,68,68,0,0,6,6,0,0,5.712
Math-76,src_main_java_org_apache_commons_math_linear_SingularValueDecompositionImpl.json,true,1828,1468,593,583,10,10,66,62,0,4,298.249
Math-77,src_main_java_org_apache_commons_math_linear_ArrayRealVector.json,false,5188,3940,150,150,0,0,9,9,0,0,20.747
Math-77,src_main_java_org_apache_commons_math_linear_OpenMapRealVector.json,false,4034,3057,80,80,0,0,2,2,0,0,14.878
Math-78,src_main_java_org_apache_commons_math_ode_events_EventState.json,false,1101,843,410,410,0,0,57,57,0,0,170.618
Math-79,src_main_java_org_apache_commons_math_util_MathUtils.json,false,5751,4230,142,140,0,2,12,12,0,0,24.453
Math-8,src_main_java_org_apache_commons_math3_distribution_DiscreteDistribution.json,true,667,457,73,72,0,1,13,13,0,0,3.196
Math-80,src_main_java_org_apache_commons_math_linear_EigenDecompositionImpl.json,false,10734,9803,200,198,1,2,19,19,0,0,46.560
Math-81,src_main_java_org_apache_commons_math_linear_EigenDecompositionImpl.json,false,10723,9793,2682,2682,6,0,314,314,0,0,312.149
Math-82,src_main_java_org_apache_commons_math_optimization_linear_SimplexSolver.json,false,714,560,127,127,0,0,20,20,0,0,13.185
Math-83,src_main_java_org_apache_commons_math_optimization_linear_SimplexTableau.json,false,2152,1658,263,263,0,0,33,33,0,0,8.282
Math-84,src_main_java_org_apache_commons_math_optimization_direct_MultiDirectional.json,false,453,365,142,141,0,1,23,23,0,0,17.069
Math-85,src_java_org_apache_commons_math_analysis_solvers_UnivariateRealSolverUtils.json,false,686,400,220,220,0,0,34,34,0,0,2.583
Math-86,src_java_org_apache_commons_math_linear_CholeskyDecompositionImpl.json,false,1510,1220,314,308,0,6,42,41,0,1,38.420
Math-87,src_java_org_apache_commons_math_optimization_linear_SimplexTableau.json,false,2067,1594,108,92,7,16,15,12,2,3,15.471
Math-88,src_java_org_apache_commons_math_optimization_linear_SimplexTableau.json,false,2039,1574,161,160,0,1,14,13,0,1,47.323
Math-89,src_java_org_apache_commons_math_stat_Frequency.json,false,1448,931,62,62,0,0,6,6,0,0,5.734
Math-9,src_main_java_org_apache_commons_math3_geometry_euclidean_threed_Line.json,true,820,553,45,41,0,4,6,5,0,1,3.203
Math-90,src_java_org_apache_commons_math_stat_Frequency.json,false,1430,913,131,120,8,11,21,18,3,3,7.504
Math-91,src_java_org_apache_commons_math_fraction_Fraction.json,true,1831,1375,80,78,0,2,8,8,0,0,8.946
Math-92,src_java_org_apache_commons_math_util_MathUtils.json,false,3606,2593,316,306,3,10,48,47,1,1,86.441
Math-93,src_java_org_apache_commons_math_util_MathUtils.json,false,3575,2563,168,168,0,0,27,27,0,0,20.637
Math-94,src_java_org_apache_commons_math_util_MathUtils.json,false,3543,2530,282,279,3,3,37,37,0,0,28.543
Math-95,src_java_org_apache_commons_math_distribution_FDistributionImpl.json,false,453,288,58,58,0,0,9,9,0,0,2.057
Math-96,src_java_org_apache_commons_math_complex_Complex.json,true,2508,1348,127,127,0,0,26,26,0,0,29.569
Math-97,src_java_org_apache_commons_math_analysis_BrentSolver.json,false,1002,823,111,110,0,1,18,17,0,1,7.478
Math-98,src_java_org_apache_commons_math_linear_BigMatrixImpl.json,false,6425,4997,194,194,0,0,19,19,0,0,28.421
Math-98,src_java_org_apache_commons_math_linear_RealMatrixImpl.json,false,5115,4133,179,179,0,0,20,20,0,0,24.362
Math-99,src_java_org_apache_commons_math_util_MathUtils.json,false,4111,3040,357,357,0,0,48,48,0,0,50.490
Mockito-1,src_org_mockito_internal_invocation_InvocationMatcher.json,false,745,633,101,101,0,0,15,15,0,0,10.852
Mockito-10,src_org_mockito_internal_stubbing_defaultanswers_ReturnsDeepStubs.json,false,571,429,134,128,5,6,23,23,0,0,4.847
Mockito-11,src_org_mockito_internal_creation_DelegatingMethod.json,false,165,143,32,32,0,0,9,9,0,0,1.916
Mockito-12,src_org_mockito_internal_util_reflection_GenericMaster.json,false,80,62,54,54,1,0,11,11,0,0,7.771
Mockito-13,src_org_mockito_internal_MockHandler.json,false,434,340,167,165,8,2,32,31,0,1,7.095
Mockito-14,src_org_mockito_internal_MockHandler.json,false,417,327,156,156,10,0,30,30,0,0,4.582
Mockito-14,src_org_mockito_internal_MockitoCore.json,false,693,557,52,51,0,1,14,14,0,0,3.671
Mockito-15,src_org_mockito_internal_configuration_injection_FinalMockCandidateFilter.json,false,134,102,85,85,0,0,24,24,0,0,21.537
Mockito-16,src_org_mockito_Mockito.json,false,2522,596,97,97,0,0,11,11,0,0,5.773
Mockito-16,src_org_mockito_internal_MockitoCore.json,false,588,472,44,27,6,17,10,7,1,3,4.169
Mockito-17,src_org_mockito_internal_creation_MockSettingsImpl.json,true,276,236,21,21,0,0,8,8,0,0,1.859
Mockito-17,src_org_mockito_internal_util_MockUtil.json,true,461,376,138,138,0,0,21,21,0,0,4.617
Mockito-18,src_org_mockito_internal_stubbing_defaultanswers_ReturnsEmptyValues.json,false,480,372,211,211,0,0,51,51,0,0,3.623
Mockito-19,src_org_mockito_internal_configuration_injection_PropertyAndSetterInjection.json,false,523,411,86,86,0,0,18,18,0,0,9.932
Mockito-19,src_org_mockito_internal_configuration_injection_filter_FinalMockCandidateFilter.json,false,152,115,54,54,0,0,14,14,0,0,1.193
Mockito-19,src_org_mockito_internal_configuration_injection_filter_MockCandidateFilter.json,false,31,26,20,20,0,0,6,6,0,0,0.594
Mockito-19,src_org_mockito_internal_configuration_injection_filter_NameBasedCandidateFilter.json,false,149,121,82,82,0,0,17,17,0,0,14.425
Mockito-19,src_org_mockito_internal_configuration_injection_filter_TypeBasedCandidateFilter.json,false,111,89,62,62,0,0,14,14,0,0,2.857
Mockito-2,src_org_mockito_internal_util_Timer.json,false,77,70,21,21,0,0,6,6,0,0,1.212
Mockito-20,src_org_mockito_internal_creation_bytebuddy_ByteBuddyMockMaker.json,false,511,415,148,148,0,0,25,25,0,0,30.205
Mockito-21,src_org_mockito_internal_creation_instance_ConstructorInstantiator.json,true,186,153,70,65,2,5,19,19,0,0,16.045
Mockito-22,src_org_mockito_internal_matchers_Equality.json,false,201,177,63,63,0,0,14,14,0,0,1.070
Mockito-23,src_org_mockito_internal_stubbing_defaultanswers_ReturnsDeepStubs.json,true,451,327,143,136,3,7,25,25,0,0,3.714
Mockito-24,src_org_mockito_internal_stubbing_defaultanswers_ReturnsEmptyValues.json,false,467,361,98,98,0,0,19,19,0,0,4.053
Mockito-25,src_org_mockito_internal_stubbing_defaultanswers_ReturnsDeepStubs.json,false,320,227,148,144,6,4,28,28,1,0,3.894
Mockito-26,src_org_mockito_internal_util_Primitives.json,false,479,388,80,80,0,0,12,12,0,0,12.309
Mockito-27,src_org_mockito_internal_util_MockUtil.json,false,505,415,41,41,1,0,8,8,0,0,3.285
Mockito-28,src_org_mockito_internal_configuration_DefaultInjectionEngine.json,false,363,267,42,42,0,0,9,9,0,0,3.780
Mockito-29,src_org_mockito_internal_matchers_Same.json,false,147,124,46,45,0,1,10,10,0,0,1.166
Mockito-3,src_org_mockito_internal_invocation_InvocationMatcher.json,true,725,610,167,133,14,34,27,22,3,5,24.693
Mockito-30,src_org_mockito_exceptions_Reporter.json,false,1509,1290,26,26,0,0,6,6,0,0,9.913
Mockito-30,src_org_mockito_internal_stubbing_defaultanswers_ReturnsSmartNulls.json,false,300,225,63,62,1,1,14,14,0,0,2.186
Mockito-31,src_org_mockito_internal_stubbing_defaultanswers_ReturnsSmartNulls.json,false,270,200,33,32,1,1,6,6,0,0,2.565
Mockito-32,src_org_mockito_internal_configuration_SpyAnnotationEngine.json,false,275,221,148,146,4,2,31,31,0,0,47.302
Mockito-33,src_org_mockito_internal_invocation_InvocationMatcher.json,false,535,449,41,39,1,2,8,7,0,1,3.830
Mockito-34,src_org_mockito_internal_invocation_InvocationMatcher.json,false,463,391,54,54,0,0,12,12,0,0,4.808
Mockito-35,src_org_mockito_Matchers.json,false,1875,861,117,117,0,0,14,14,0,0,7.874
Mockito-36,src_org_mockito_internal_invocation_Invocation.json,false,965,822,30,30,0,0,5,5,0,0,4.834
Mockito-37,src_org_mockito_internal_stubbing_answers_AnswersValidator.json,false,262,220,58,58,0,0,15,15,0,0,1.734
Mockito-38,src_org_mockito_internal_verification_argumentmatching_ArgumentMatchingTool.json,false,206,170,32,31,0,1,7,7,0,0,1.848
Mockito-4,src_org_mockito_exceptions_Reporter.json,false,2498,2111,93,91,2,2,17,17,0,0,23.341
Mockito-5,src_org_mockito_internal_verification_VerificationOverTimeImpl.json,false,392,280,83,83,0,0,28,28,0,0,7.634
Mockito-6,src_org_mockito_Matchers.json,false,2190,934,331,276,19,55,68,59,3,9,14.899
Mockito-7,src_org_mockito_internal_util_reflection_GenericMetadataSupport.json,false,2207,1564,56,56,0,0,9,9,0,0,7.152
Mockito-8,src_org_mockito_internal_util_reflection_GenericMetadataSupport.json,false,2202,1559,127,127,4,0,20,20,0,0,12.372
Mockito-9,src_org_mockito_internal_stubbing_answers_CallsRealMethods.json,false,71,42,26,26,0,0,6,6,0,0,1.242
Time-1,src_main_java_org_joda_time_Partial.json,false,3422,2318,432,411,20,21,62,59,2,3,93.983
Time-1,src_main_java_org_joda_time_field_UnsupportedDurationField.json,false,623,452,51,51,0,0,6,6,0,0,2.610
Time-10,src_main_java_org_joda_time_base_BaseSingleFieldPeriod.json,false,1023,701,173,173,0,0,24,24,0,0,18.207
Time-11,src_main_java_org_joda_time_tz_ZoneInfoCompiler.json,false,3898,3232,27,27,0,0,3,3,0,0,15.748
Time-12,src_main_java_org_joda_time_LocalDate.json,false,5811,3402,233,233,0,0,17,17,0,0,32.264
Time-12,src_main_java_org_joda_time_LocalDateTime.json,false,6400,3751,295,295,0,0,17,17,0,0,38.253
Time-13,src_main_java_org_joda_time_format_PeriodFormatterBuilder.json,false,7361,5956,366,366,0,0,60,60,0,0,235.263
Time-14,src_main_java_org_joda_time_chrono_BasicMonthOfYearDateTimeField.json,false,1341,1138,136,136,0,0,21,21,0,0,6.625
Time-15,src_main_java_org_joda_time_field_FieldUtils.json,false,1116,782,84,84,0,0,18,18,0,0,5.068
Time-16,src_main_java_org_joda_time_format_DateTimeFormatter.json,false,2964,1901,236,236,0,0,31,31,0,0,24.599
Time-17,src_main_java_org_joda_time_DateTimeZone.json,false,3922,2847,222,220,5,2,11,11,0,0,23.884
Time-18,src_main_java_org_joda_time_chrono_GJChronology.json,false,4080,3355,150,150,0,0,24,24,0,0,21.797
Time-19,src_main_java_org_joda_time_DateTimeZone.json,false,3937,2859,301,301,0,0,28,28,0,0,15.707
Time-2,src_main_java_org_joda_time_Partial.json,false,3412,2309,719,718,3,1,110,110,0,0,300.689
Time-2,src_main_java_org_joda_time_field_UnsupportedDurationField.json,false,623,452,51,51,0,0,6,6,0,0,2.590
Time-20,src_main_java_org_joda_time_format_DateTimeFormatterBuilder.json,false,11087,8941,159,142,3,17,16,14,0,2,60.016
Time-22,src_main_java_org_joda_time_base_BasePeriod.json,false,2415,1669,65,65,1,0,5,5,0,0,8.351
Time-23,src_main_java_org_joda_time_DateTimeZone.json,true,3929,2852,443,300,140,143,43,23,20,20,274.198
Time-24,src_main_java_org_joda_time_format_DateTimeParserBucket.json,false,1679,1278,281,281,0,0,49,49,0,0,19.971
Time-25,src_main_java_org_joda_time_DateTimeZone.json,false,3804,2744,255,255,0,0,18,18,0,0,17.856
Time-27,src_main_java_org_joda_time_format_PeriodFormatterBuilder.json,false,7342,5937,211,211,0,0,26,26,0,0,51.148
Time-3,src_main_java_org_joda_time_MutableDateTime.json,false,4292,2521,368,368,0,0,46,46,0,0,26.342
Time-4,src_main_java_org_joda_time_Partial.json,false,3408,2306,351,348,3,3,50,50,0,0,10.634
Time-5,src_main_java_org_joda_time_Period.json,true,5212,3178,282,260,19,22,24,18,6,6,122.187
Time-6,src_main_java_org_joda_time_chrono_GJChronology.json,false,4181,3448,420,420,0,0,78,78,0,0,166.620
Time-7,src_main_java_org_joda_time_format_DateTimeFormatter.json,false,2995,1913,248,220,20,28,32,29,2,3,27.157
Time-8,src_main_java_org_joda_time_DateTimeZone.json,false,4061,2972,303,299,4,4,30,30,0,0,48.092
Time-9,src_main_java_org_joda_time_DateTimeZone.json,false,3981,2909,298,297,0,1,32,32,0,0,43.250
